variables,apod_apod_example.json,donki_donki_cme.json,donki_donki_cme_analysis.json,donki_donki_flr.json,donki_donki_gst.json,donki_donki_hss.json,donki_donki_mpc.json,donki_donki_notifications.json,donki_donki_rbe.json,donki_donki_sep.json,donki_donki_wsa_enlil.json,earth_earth_assets.json,eonet_eonet_events.json,eonet_eonet_status.json,epic_epic_pt1.json,epic_epic_pt2.json,epic_epic_pt3.json,exoplanet_exoplanet_pt1.csv,exoplanet_exoplanet_pt4.csv,genelab_genelab_glds.json,genelab_genelab_metadataapi.json,genelab_genelab_multiple_study.json,genelab_genelab_single_study.json,insight_mars_weather_insight_mars_weather.json,mars_rover_photos_mars_rover_photos_pt1.json,mars_rover_photos_mars_rover_photos_pt2.json,mars_rover_photos_mars_rover_photos_pt3.json,mars_rover_photos_mars_rover_photos_pt4.json,nasa_image_and_video_nasa_image_and_video_pt1.json,neo_neo_browse.json,neo_neo_feed.json,sbdb_sbdb_pt1.json,sbdb_sbdb_pt2.json,sbdb_sbdb_pt3.json,techTransfer_techTransfer.json,techport_techport_pt1.json,techport_techport_pt2.json,techport_techport_pt3.json,techport_techport_pt4.json,total
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000033.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000034.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000187.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
